wavelength_nm,model,float64_loss_db_km,mp40_loss_db_km,difference_pct,mp40_determinant_abs
1310.0,new_vector7,53.02443000434147,53.02443003410773,-5.613688403016681e-08,5.986798146063969e-35
1310.0,fullchord_vector9,0.29994286417946425,0.29995497222423473,-0.004036620790348611,9.492790867419491e-32
1550.0,new_vector7,20.498336289024472,20.498333925537235,1.153014310695255e-05,1.0052875693494621e-33
1550.0,fullchord_vector9,23.624944455300927,23.624939059819976,2.283807352121414e-05,4.610074498119856e-34
