wavelength_nm,paper_loss_db_km,original_scalar5_db_km,revised_vector7_db_km,relative_error_pct,absolute_percentage_error,exceeds_10pct
1310.0,0.128,210.40867969382785,53.02443000434147,41325.33594089177,41325.33594089177,True
1550.0,0.091,123.01020243797414,20.498336289024472,22425.644273653263,22425.644273653263,True
